Word,Probability,Data
h h e,1.953124864e-09,50
g N e,1.95312486267e-09,60
e s k,1.95312486267e-09,81
m e m,0.0272138470161,64
s N e,1.95312486289e-09,45
h e h,1.95312486274e-09,71
e f e,1.95312486267e-09,77
g e e,2.53379909185e-09,13
e s m,1.95312486267e-09,70
k n e,1.95312486267e-09,68
m e h,1.95312486267e-09,96
e n k,1.9531250098e-09,3
N n e,1.95312486267e-09,54
e n g,1.95312486267e-09,64
n k e,1.95312486267e-09,77
n e g,0.0270742045135,55
e m e,1.95312499506e-09,9
e s g,1.95312486267e-09,92
e N N,1.95312521362e-09,13
h e h,1.95312491515e-09,59
N e e,1.95312486267e-09,63
N g e,1.95312499122e-09,34
m e h,1.9531289773e-09,17
f n e,1.953124995e-09,19
N e g,1.95312486267e-09,83
e e h,1.95451989817e-09,48
N s e,1.95312486267e-09,59
n k e,1.95312486267e-09,62
m e f,1.95312489855e-09,39
N N e,1.95312486267e-09,61
n n e,1.95312486267e-09,80
k f e,1.95312492585e-09,38
f e h,1.95312976371e-09,53
e N e,1.9531249949e-09,30
e g h,1.95312486267e-09,91
e e h,1.95312486303e-09,65
e N s,2.00067689966e-09,31
f e N,3.68282320609e-06,28
e m n,1.95312486267e-09,97
h e N,0.0279031018197,76
h e h,1.95312486267e-09,96
m N e,1.95312486267e-09,60
N g e,1.95312486267e-09,89
f e e,1.95312486267e-09,94
N e f,1.95312497486e-09,36
e g m,1.95312488508e-09,47
f e g,0.0277624974844,88
s e h,1.95312499122e-09,34
n e f,1.95312486267e-09,87
f f e,1.95312486267e-09,89
h e n,0.0281811195086,78
h s e,1.95312500211e-09,3
m s e,1.95312486267e-09,70
g e e,3.44842302267e-09,34
N k e,1.953124995e-09,26
e h h,2.88108676106e-07,1
e f g,1.95399843524e-09,17
e n h,1.95312486267e-09,91
s e e,1.267303234e-06,0
k e h,1.95312486267e-09,78
e h n,1.9531248864e-09,43
e k h,1.953124995e-09,18
e f m,1.96463881992e-09,3
g m e,1.95312486267e-09,94
h g e,1.95312486267e-09,57
k s e,1.95312486295e-09,54
e N g,1.95312486437e-09,43
h e n,0.0281833450121,98
e f g,1.95332954382e-09,41
g k e,1.95312486267e-09,51
n e m,0.0280137342718,84
h N e,1.953124995e-09,10
m e n,0.0277520954775,60
e s k,2.34014333737e-08,23
e g n,1.953124995e-09,15
s e k,1.95312500125e-09,33
N e n,1.95312486269e-09,64
k h e,1.9531248632e-09,44
f m e,1.95312499502e-09,6
e g h,1.95327500071e-09,17
s e f,1.95312486267e-09,73
e f k,2.02877389383e-09,3
s n e,1.95312486267e-09,90
f e h,2.54430627148e-07,0
n g e,2.21862640379e-09,4
N m e,1.95312486267e-09,72
g e k,0.0273118073866,97
s e h,1.95312486267e-09,79
e s m,1.95312486267e-09,98
e h g,1.95702495152e-09,41
m e h,1.95312486267e-09,98
h e s,0.0281335358304,58
e m n,1.95312486267e-09,93
s e f,1.95312486267e-09,58
h e g,0.0203557557252,39
e k e,1.95312486267e-09,53
n e m,2.16951724363e-09,11
e N k,1.95312501748e-09,25
N e h,1.95312486267e-09,65
f e s,0.0286521922596,82
e f N,1.95312486267e-09,87
s e k,1.95312486267e-09,70
f k e,1.953124995e-09,6
n e h,1.95678498328e-09,52
e m h,1.2978099935e-08,4
e f f,1.95312486267e-09,77
N e n,1.95312500587e-09,26
e g e,1.953124995e-09,9
f h e,1.95312486267e-09,69
k N e,1.95312486267e-09,94
s e m,1.95312486267e-09,75
N h e,1.95312486267e-09,89
n N e,1.95312486267e-09,96
f e g,2.21286985745e-05,30
h m e,1.95312486267e-09,72
e f N,1.95498240256e-09,38
m f e,1.95312486267e-09,82
m e e,1.95312486267e-09,88
e s n,1.95312551926e-09,60
N e m,1.95312960942e-09,48
e s e,6.00606371082e-07,11
f e k,0.027122840838,42
e n k,1.95312499436e-09,32
e k h,1.95312486276e-09,46
e k s,1.95312486267e-09,89
e N f,1.953124995e-09,17
k e e,1.95312486267e-09,92
g f e,1.95312486267e-09,71
m n e,1.95312486267e-09,81
n e k,0.0285208116477,85
e h f,1.95312486267e-09,77
N f e,1.953124995e-09,4
s g e,4.04539906986e-09,5
m h e,1.95312499501e-09,25
e g f,1.95312486267e-09,64
e s m,1.95312500941e-09,58
e n s,1.95412385869e-09,29
k h e,1.95312486267e-09,81
e m s,1.95312510817e-09,28
e e N,2.21724254884e-09,26
e k h,1.9531248632e-09,44
m g e,1.95312497486e-09,36
h m e,1.95312486267e-09,61
n n e,1.95312499552e-09,6
e k N,1.95312499498e-09,28
e m h,1.95607863391e-09,47
k e k,0.0275206404394,82
N e s,1.95312489967e-09,48
e s g,1.99667062575e-09,34
e m g,1.95312486267e-09,72
s e e,1.95312495445e-09,37
n e s,0.0276479340584,45
e k m,1.95312486267e-09,92
h k e,1.95312497486e-09,36
k e g,1.93339365287e-08,6
h e e,4.18667627001e-09,6
f f e,1.953124995e-09,14
n m e,1.953124995e-09,18
g e N,0.0279949454625,47
e k k,1.95312501527e-09,21
m m e,1.95312486584e-09,42
e f n,1.95312499704e-09,4
k k e,1.95312486267e-09,67
m n e,1.95312486267e-09,72
e k m,1.95312486276e-09,47
k g e,1.95312492585e-09,38
k h e,1.95312486267e-09,96
g e n,7.17044095762e-08,23
n e m,0.0277350796645,43
e k s,1.95312500466e-09,14
N m e,1.95312487024e-09,41
m N e,1.95312486267e-09,99
h n e,1.953124995e-09,16
h e k,0.027221277974,42
k h e,1.95312486267e-09,84
e s f,1.95312492585e-09,38
e s m,1.95312486662e-09,62
f e k,0.0277893727504,91
k n e,1.953124995e-09,16
k N e,1.95312486397e-09,43
f g e,1.95312486267e-09,87
e g k,1.95420073341e-09,18
e e k,1.95312527438e-09,58
s e N,1.95312593268e-09,50
m f e,1.95312486267e-09,98
e e g,3.54747787304e-08,9
f e m,2.97014590783e-09,5
e e s,1.95312486267e-09,76
s s e,1.95312486267e-09,83
m e s,8.71087700813e-07,18
k e n,2.41284338042e-08,18
h e m,0.0274936458536,88
h e n,2.15357287547e-09,14
g e g,0.0270036357574,80
e f k,1.95312588296e-09,47
e h f,1.95312486267e-09,89
N s e,1.95312486267e-09,61
n e g,0.0270754683118,66
s N e,1.95312486267e-09,81
N e k,1.95312486269e-09,63
e k h,1.95312486267e-09,56
e k k,1.95312486271e-09,48
s e k,1.95312486267e-09,79
m e h,1.95312486285e-09,68
e h N,1.95312817837e-09,26
N e g,1.95312493316e-09,46
N n e,1.95312486267e-09,82
e f k,1.95312486267e-09,64
e g s,1.97193949966e-09,46
n k e,1.95312486267e-09,81
n e n,0.0271620931405,89
k h e,1.95312486267e-09,91
e m e,1.953124995e-09,21
e s g,1.95312486268e-09,64
h e m,0.0274910984384,51
N g e,1.95312499501e-09,14
e h f,1.95312486267e-09,76
e N e,1.95312486267e-09,77
e k f,1.95312486267e-09,74
e e h,1.30638134159e-08,20
N s e,1.95312486267e-09,95
e g m,1.95312486267e-09,70
m e f,1.95312486267e-09,67
s e h,1.95312486267e-09,56
N N e,1.953124995e-09,25
g e f,1.95312486267e-09,94
g s e,1.95312486267e-09,55
m h e,1.95312486267e-09,99
k f e,1.953124995e-09,10
e N h,1.95312486267e-09,96
N h e,1.95312486267e-09,56
s e s,1.95312486267e-09,79
e n N,1.95312486267e-09,81
s e n,1.95312499503e-09,20
m m e,1.95312486271e-09,47
k e s,0.0275251459439,92
k e n,0.0275944184249,86
e N s,2.11131815445e-09,3
s g e,1.95312486267e-09,72
g e g,0.0270118053182,56
g h e,1.95312486267e-09,87
e m m,1.95313914753e-09,39
e e s,1.95317485164e-09,54
n s e,1.95399328533e-09,38
f e e,1.95312488081e-09,58
N e f,1.96585238464e-09,0
e g m,1.95312802999e-09,19
e f g,1.95312511424e-09,49
N e h,1.95312486267e-09,87
e h N,1.95312486499e-09,51
m e g,1.4055560635e-05,8
s e s,1.95313863105e-09,52
k h e,1.95312486267e-09,94
g s e,1.95312486276e-09,46
e k n,1.95312486268e-09,49
h s e,1.95312499474e-09,31
m s e,1.95407944022e-09,34
e s k,1.95312487008e-09,62
s e n,1.95312486267e-09,50
e s s,1.95312486267e-09,91
e h h,2.43307782514e-09,45
e N n,1.95312500237e-09,23
e f s,1.97458369073e-09,9
e e N,1.95312486267e-09,95
g e s,0.0280923262976,65
e N h,1.37060166732e-08,29
e N f,1.95312492585e-09,38
e g n,1.95312486267e-09,90
e n e,1.95312499499e-09,27
e k s,1.95312486276e-09,47
k s e,1.95312506966e-09,18
e s m,1.96066539735e-09,46
s e s,3.19347034002e-09,25
g k e,1.953124995e-09,23
g e f,1.953132123e-09,4
f e h,1.95312486267e-09,93
h N e,1.953124995e-09,22
m e n,2.18983071708e-05,24
k e N,0.0275033908633,42
e n m,1.95312486267e-09,72
e g N,1.95312486418e-09,55
s e n,1.95312499496e-09,29
e h g,1.95312486267e-09,92
f e n,3.13455851289e-09,6
e g h,1.95312486267e-09,53
e g h,1.95312486267e-09,92
e h m,1.95313145587e-09,22
h e k,5.44514101584e-05,31
n g e,1.95312499438e-09,32
s m e,1.95312486267e-09,74
e N g,1.953124995e-09,9
m e N,0.0282981378006,59
e e n,1.95312486267e-09,88
e m h,1.95312486267e-09,87
n f e,1.95312486267e-09,71
h e s,9.59608303121e-08,22
h e g,0.0278893585693,75
e k e,1.953124995e-09,17
f h e,1.95313465554e-09,18
s e s,1.95312486267e-09,78
n e n,5.8070255662e-07,26
N e h,1.95312486267e-09,61
m n e,1.95312499518e-09,11
f m e,1.95312486267e-09,66
e k h,1.95312486267e-09,73
m e e,1.95312502009e-09,53
n e h,1.95312486267e-09,80
e s n,1.03618325675e-06,0
h h e,1.95312792897e-09,14
n h e,1.95312486267e-09,73
e g g,1.95312486268e-09,63
g e N,0.000135312453777,32
N h e,1.95312486267e-09,69
e g s,1.34359431776e-08,8
g m e,1.95312486267e-09,71
e k N,1.95312486267e-09,92
n s e,1.95312486267e-09,87
f s e,1.95312486267e-09,98
n h e,1.95312486289e-09,45
m f e,1.95312486267e-09,62
m e e,1.95312486281e-09,68
k e f,1.95312486331e-09,60
e g s,1.95312486267e-09,98
s e g,2.01542930288e-09,9
s e s,1.95312486271e-09,67
n f e,1.95312500616e-09,4
f e k,0.0277893529615,78
e g N,1.95412879018e-09,21
n e f,1.95312520147e-09,48
n s e,1.95317232164e-09,10
e s s,1.95312486267e-09,85
m g e,1.95312486267e-09,89
k e N,0.00190931725149,35
g f e,1.953124995e-09,10
e g f,1.95312486267e-09,62
N f e,1.95312499436e-09,32
g e m,1.52800534762e-06,27
e s e,6.00597388725e-07,9
e g f,1.95312486267e-09,92
e n s,1.95517446088e-09,34
e n s,1.95886512912e-09,1
e m g,1.95312486267e-09,61
e m n,1.95312486267e-09,81
e s e,6.00603869786e-07,16
e e N,1.95312813471e-09,54
g m e,1.95312486267e-09,96
e g s,1.95322069963e-09,52
n e e,3.14633595104e-09,29
e k h,1.95312486267e-09,76
g m e,1.953124995e-09,20
e n k,1.95312486267e-09,61
N e s,1.9531250068e-09,20
e e f,6.5746351308e-08,1
e k k,1.95312486267e-09,66
k s e,1.95312486267e-09,84
k m e,1.95312486267e-09,52
e f n,1.95312486267e-09,81
k e m,2.82688553629e-08,4
e f k,1.95312486276e-09,58
n e N,0.0280383841226,84
e h e,1.95312486267e-09,96
N e N,2.09787066227e-09,20
h k e,1.95312486267e-09,64
k e g,6.33668149127e-07,26
e s f,1.95312486267e-09,86
m k e,1.95312486267e-09,74
h e e,1.95314385437e-09,26
e k g,1.95312486267e-09,54
e k f,1.95312486267e-09,67
e n n,1.953124995e-09,9
m m e,1.9531249953e-09,6
e g s,1.95312486267e-09,96
n e n,0.0271616820415,90
g m e,1.95312499496e-09,29
e n h,3.05944324131e-07,19
e m n,1.953124995e-09,23
e g k,1.95312486267e-09,71
g e n,0.028005665453,51
e g g,1.97782799382e-09,2
e s h,1.95428312972e-09,41
h f e,1.95312486267e-09,62
h n e,1.95312486267e-09,60
m e m,3.02386051036e-09,11
e k s,1.95312486267e-09,62
e e m,1.95312486267e-09,92
g g e,1.95312486267e-09,73
N m e,1.95312486267e-09,96
g n e,1.95312486269e-09,48
g N e,1.953124995e-09,11
k e m,0.0273818492177,89
e g k,1.95312486684e-09,54
e e k,2.91563765059e-09,38
N e k,1.95312486267e-09,90
e e g,2.34128167601e-09,45
h e h,2.61665270211e-09,16
s s e,1.95312486271e-09,47
s e k,1.95312499787e-09,28
k e n,0.02759274671,54
e h k,1.95312547326e-09,64
N e e,1.95312486267e-09,57
e k n,1.95312924383e-09,2
e f k,1.95385641456e-09,19
e m n,1.95312486267e-09,80
e f e,1.95312601935e-09,5
e s g,1.98709135296e-09,21
e N N,1.95312486267e-09,70
g e e,1.95312486281e-09,69
k g e,1.95312486267e-09,53
g h e,1.95312486268e-09,55
m e h,1.95359875004e-09,40
e h N,1.95322686379e-09,6
N e g,1.95312499595e-09,10
f g e,1.95312486267e-09,90
N s e,1.95312501224e-09,2
m h e,1.95312499501e-09,27
N e m,1.95312486267e-09,81
e h s,1.95312486267e-09,70
m e N,0.0282974693792,80
h e m,0.00186281503867,35
e k h,1.95312486267e-09,70
f n e,1.95312486267e-09,75
e n f,1.95312486267e-09,64
f g e,1.95312486267e-09,54
k e m,0.0273794358432,66
e e h,1.27830549329e-08,8
e k f,1.95312486267e-09,66
e N s,1.95312486267e-09,86
e n N,1.95312486267e-09,70
k s e,1.95312486267e-09,74
N N e,1.953124995e-09,5
g e f,1.95312570893e-09,20
m N e,1.95312499544e-09,7
N e f,1.95312486267e-09,93
g e s,4.7198357378e-07,6
n e f,2.2412453515e-09,0
e k g,1.95312486267e-09,66
h e N,4.85590745577e-07,4
h s e,1.95312486267e-09,74
n e s,0.0276965891007,99
n m e,1.95312499122e-09,34
f e e,1.9549478219e-09,38
k m e,1.95312486267e-09,76
n e N,0.0264292531978,41
g e g,0.000129824834839,32
e N g,1.95312486267e-09,77
e e e,2.29433874464e-09,2
e N m,1.97474837012e-09,36
k e h,1.953128533e-09,25
e k h,1.95312486267e-09,93
h s e,1.95312486267e-09,59
m s e,1.95319684135e-09,14
e f m,1.95312486316e-09,58
N e k,1.95312486267e-09,99
N k e,1.95312486267e-09,66
e h n,1.95312486282e-09,53
e s s,1.95318692622e-09,55
g e k,0.0273094863737,66
e h h,1.95312486268e-09,73
k m e,1.95312486267e-09,93
e N n,1.95312486267e-09,51
e k g,1.95312486271e-09,47
N e N,1.95315127656e-09,50
e N h,1.9532094568e-09,51
e n m,1.95334932737e-09,18
e m m,1.95313403191e-09,24
e g n,1.95312486267e-09,70
e f m,1.95312486267e-09,75
h g e,1.95312486267e-09,65
e f s,1.97733034906e-09,18
e m k,1.9531310745e-09,18
e n n,1.953124995e-09,18
e g N,1.95312486267e-09,99
g e s,0.0280915788481,56
s m e,1.95312489841e-09,39
e s f,1.95312486267e-09,64
e s k,1.95312486267e-09,95
k e N,0.0281810673934,74
e e n,2.06083620969e-09,39
g e s,0.028094234774,88
f e n,0.000796346672959,34
h h e,1.95312486267e-09,75
k g e,1.95312486267e-09,54
e k e,1.95312486267e-09,66
e h m,1.95327915746e-09,10
e k h,1.95312486267e-09,80
e N k,1.95312504446e-09,32
e k h,1.95312486267e-09,55
s e h,1.95313290968e-09,7
e f h,1.95312499541e-09,14
f k e,1.95312486267e-09,77
s e e,1.95312486267e-09,72
e f f,1.95312499513e-09,6
N e n,1.95312556223e-09,35
n e s,0.027692096268,49
n N e,1.95312486267e-09,89
n e n,0.0271764496283,54
N e h,1.953124995e-09,25
h m e,1.95312486267e-09,63
f e s,6.50246182551e-07,26
f s e,1.95312488053e-09,53
k N e,1.95312486267e-09,85
m e e,1.9533099045e-09,17
n e h,1.95312486268e-09,76
e f g,1.95316452015e-09,43
e s h,1.95312487235e-09,54
g e N,4.63164388126e-07,12
e N e,1.95312486267e-09,54
f e k,7.14805379478e-09,17
N h e,1.95312486267e-09,97
n N e,1.95312487991e-09,40
e n m,1.95550886974e-09,34
e h N,1.95312486267e-09,74
e g N,1.95312486272e-09,59
g e n,0.0280058742306,58
m f e,1.953124995e-09,26
e h f,1.953124995e-09,26
e n e,1.95312486397e-09,43
k e f,1.95845501206e-09,16
s e g,1.95335517111e-09,45
h e f,1.9680962134e-09,28
m e N,3.63391467122e-09,2
n f e,1.95312486267e-09,96
f e k,0.0277893824211,98
e g N,1.9531250989e-09,49
e k h,1.95312486267e-09,87
m e k,0.027871388202,48
N e e,1.953124995e-09,26
e g h,1.95312486267e-09,61
k e N,3.90620882486e-09,7
g f e,1.953124995e-09,22
n e k,9.16168152847e-06,29
n n e,1.95312486267e-09,63
N f e,1.95312486267e-09,60
g e m,0.0282230874892,63
e e g,1.95312486267e-09,83
e g f,1.95312486267e-09,56
e m n,1.95312486267e-09,53
n h e,1.95417583193e-09,0
e m g,1.95915865509e-09,1
f e f,1.95341585214e-09,41
e m s,1.95312486267e-09,68
e h s,1.96563571609e-09,10
e N n,1.95312486267e-09,97
s k e,1.95312486267e-09,63
e h e,1.95312486267e-09,51
e m m,1.95312503752e-09,45
k e g,0.0267829352926,79
e e s,2.04744474096e-08,22
m k e,1.95312486267e-09,55
k e k,2.12850332164e-09,10
N e s,1.95312501619e-09,8
e e f,1.95312486289e-09,45
e k k,1.95312486267e-09,94
e k s,1.95312486267e-09,72
e f n,1.95312486267e-09,77
m e k,1.99703579465e-05,21
e s N,1.97472416369e-09,6
e k m,1.95312501042e-09,20
e h e,1.95312486267e-09,68
N e N,1.953262064e-09,48
e k s,1.95312486267e-09,71
h e e,1.95312486435e-09,62
e k g,1.95312500724e-09,10
e N n,1.95312486267e-09,85
g e h,1.9531279207e-09,16
e s f,1.95312499496e-09,29
e g g,1.95312486267e-09,98
g g e,1.95312486267e-09,54
k k e,1.95312499499e-09,27
k n e,1.95312489841e-09,39
e n h,1.95312490521e-09,63
e s h,1.9733720149e-09,27
g h e,1.95312486267e-09,74
e s k,1.95312486267e-09,74
k h e,1.953124995e-09,17
h f e,1.953124995e-09,26
g e h,1.95312486267e-09,97
m e s,0.0272453269723,75
e g g,1.95312486267e-09,69
e e m,1.95312486967e-09,56
h e n,0.028178555119,55
m e s,0.0272452069738,73
g n e,1.95312499547e-09,12
g N e,1.95312489841e-09,39
e e s,1.95313440062e-09,56
e e k,1.96935167936e-09,2
h n e,1.95312486267e-09,87
e s m,1.95312486267e-09,91
s N e,1.953124995e-09,8
f e m,0.027867843482,93
e f e,1.95312486267e-09,80
s s e,1.953124995e-09,11
g e e,2.83494812382e-09,22
e h N,1.95312486267e-09,64
e f h,1.95312486267e-09,88
s f e,1.953124995e-09,19
e k n,1.95312493327e-09,38
k h e,1.95312486267e-09,69
N n e,1.95312499501e-09,11
s e m,1.95312486267e-09,98
s f e,1.95312486267e-09,96
h e f,1.95312486267e-09,78
n e g,4.00765169456e-07,10
e m e,1.95312486276e-09,46
e f e,1.95312499344e-09,33
N e m,1.9533166719e-09,12
e N N,1.95312501035e-09,34
n e n,0.027160037343,94
g h e,1.95312517216e-09,11
m e h,1.95312598953e-09,12
h e k,0.0278892576336,49
e s g,1.95312494202e-09,53
k e e,1.95312486267e-09,85
e n g,1.95312486267e-09,89
N s e,1.95312492585e-09,38
n k e,1.953124995e-09,25
m e f,1.95312511624e-09,10
h f e,1.95312486267e-09,70
e m e,1.95312486267e-09,93
e f h,1.9531248632e-09,44
f e m,0.0278666536355,56
e m N,1.95313197999e-09,17
s e n,1.95312486267e-09,91
f g e,1.953124995e-09,18
h m e,1.95312486267e-09,89
e f h,1.95312486267e-09,90
s f e,1.95312486267e-09,75
e N s,1.95312486463e-09,58
e m s,1.9531248657e-09,45
f e N,0.0281735686365,49
h e N,0.0279028728051,81
s n e,1.95312486267e-09,55
k f e,1.95312486267e-09,82
m N e,1.95312498603e-09,35
e s m,1.95320703276e-09,51
h s e,1.95312486267e-09,77
N e f,1.95312486267e-09,57
f e h,2.4554983638e-09,39
g m e,1.95312486267e-09,79
n n e,1.95312486267e-09,82
n e f,1.95313156903e-09,44
s e m,1.95312486621e-09,42
n m e,1.95312486267e-09,86
h e N,0.000134144375602,32
e k s,1.95312496425e-09,38
f e e,2.0084920438e-09,2
n e N,3.9214056856e-09,5
N k e,1.95312486267e-09,53
n e n,0.0271596260928,95
s e h,1.95312486269e-09,48
k e h,1.95343044965e-09,37
e h n,1.95312499656e-09,12
e k h,1.95312755517e-09,9
e f m,1.96496787843e-09,38
s e k,1.95312486267e-09,58
h g e,1.953124995e-09,20
e g g,1.95319174989e-09,45
e s s,3.22702818522e-07,19
e e n,1.95312486336e-09,65
e h h,1.95312486267e-09,85
n g e,1.95312486267e-09,92
e f g,1.95377645532e-09,12
s e m,1.95312936248e-09,15
n e m,0.000800848573369,34
h N e,1.95312486271e-09,47
f e f,1.95312486268e-09,64
s h e,1.953124995e-09,6
e s k,2.34018582652e-08,12
e g n,1.95312499122e-09,34
k h e,1.95312486267e-09,51
f e n,0.0278559775369,95
f m e,1.95312486289e-09,45
e g h,1.96389209211e-09,12
g k e,1.95312486267e-09,79
k e m,0.0273826897625,97
e h N,1.95312486267e-09,81
h e k,0.0278922899032,86
h N e,1.95312486267e-09,94
s m e,2.08426506347e-09,3
e N g,1.95312486267e-09,80
e e n,1.9541564553e-09,3
N e n,1.95312486267e-09,78
e h g,1.99526629638e-09,20
k e e,1.95312793666e-09,26
s e f,1.95312499502e-09,21
h e g,4.51224579358e-09,2
e s h,1.96715449273e-09,37
s n e,1.953124995e-09,6
e N k,1.97746642982e-09,4
N e k,1.95312486359e-09,54
f e s,0.02865202002,77
e k k,1.95312486267e-09,57
f k e,1.95312499344e-09,33
n e h,6.10345472696e-07,25
e m h,1.29736895935e-08,31
e f f,1.95312499122e-09,34
N e n,1.9531248627e-09,63
N e m,1.95332728291e-09,43
n e m,2.44558908092e-07,25
e g s,1.9531248637e-09,65
f N e,1.953124995e-09,18
h m e,1.95312498603e-09,35
f e s,0.028651503223,62
f s e,1.95341250312e-09,25
e f N,1.95392472354e-09,11
n e m,0.028014126112,90
h e s,0.0281356656247,98
e s h,1.95312486267e-09,89
f e g,0.027762019447,82
h e f,1.95312486267e-09,73
e g e,1.95312486276e-09,46
f e k,0.0277892754625,53
N h e,1.953124995e-09,13
N e h,1.95312497486e-09,36
e f s,1.95313442501e-09,48
N g e,1.95312486267e-09,96
m f e,1.95312499502e-09,6
e h f,1.95312486267e-09,54
s g e,1.95312499122e-09,34
m h e,1.95312497492e-09,36
m e h,1.95313493962e-09,47
s e g,1.95313165897e-09,49
h e f,1.9531248784e-09,56
e k f,1.96896931689e-09,0
e n k,1.95312486267e-09,50
e n m,1.95321780897e-09,43
n s e,1.95312486267e-09,66
m g e,1.9531249955e-09,1
g f e,1.95312486267e-09,50
n e k,0.000335970294895,33
n n e,1.95312499499e-09,27
e k N,1.95312486267e-09,55
e g f,1.953124995e-09,20
f e g,0.0277596730865,53
s e h,1.95312486267e-09,87
g e N,0.0280044741231,70
e h N,1.95312957676e-09,40
m e e,1.95316460282e-09,44
f e f,2.12678233018e-09,5
N e k,1.95312486267e-09,69
n e s,5.34701718082e-09,8
e k s,1.95312486267e-09,96
n e s,6.12442292603e-07,26
s k e,1.95312499499e-09,27
e h e,1.953124995e-09,23
h k e,1.95312499499e-09,27
k e g,0.00181470893184,35
e m h,1.28651070798e-08,33
m k e,1.953124995e-09,19
k e k,0.0143900175719,38
f f e,1.95312498603e-09,35
e h k,1.05258374332e-05,1
e n n,1.95312486267e-09,66
e f n,1.95312487279e-09,41
e n m,1.95312486267e-09,77
e s N,1.95312486295e-09,58
e k m,1.95312486271e-09,48
k g e,1.95312499505e-09,3
N e N,1.95312486267e-09,76
e f h,2.01337411946e-09,3
N m e,1.95312499583e-09,12
f N e,1.95312486397e-09,43
g e h,1.95312572738e-09,52
e s f,3.79147788234e-09,1
e m N,1.95312486267e-09,89
g g e,1.953124995e-09,18
k k e,1.95312486267e-09,55
m e k,0.027856029306,46
k N e,1.953124995e-09,22
e n m,1.95312486267e-09,83
s e N,1.9687053488e-09,29
e e g,5.60385633929e-08,18
N e m,1.95312486267e-09,88
m e m,0.0272127572138,67
m e s,0.0272441242982,55
k e n,1.89400433328e-08,13
e e m,2.33817825325e-09,4
h e n,3.49796098695e-09,19
m e f,1.95312502919e-09,12
e n e,1.95312486267e-09,88
g N e,1.95312486267e-09,67
e g s,1.31639239041e-08,7
n e s,0.0276940344478,60
s N e,1.9531248632e-09,44
h e h,1.95312486271e-09,72
e f e,1.95312486267e-09,76
e g e,1.95312486267e-09,81
g e e,2.45830415102e-09,10
e m N,1.95312486267e-09,60
N N e,1.95312486267e-09,84
n e m,2.16357460368e-09,12
N n e,1.95312486267e-09,55
e n g,1.95312486267e-09,71
g n e,1.95312486267e-09,90
n k e,1.95312486267e-09,76
f m e,1.95312486267e-09,77
n e g,0.0270740825129,54
e m e,1.953124995e-09,10
e s g,1.95312486267e-09,93
e N N,1.95312508808e-09,14
n h e,1.95312486267e-09,70
f n e,1.95312486267e-09,68
e m h,1.95312487209e-09,61
N g e,1.95312499344e-09,33
m e h,1.95312800412e-09,16
f n e,1.953124995e-09,20
N e g,1.95312486267e-09,82
e h N,1.95313716271e-09,34
k f e,1.95312486267e-09,63
N s e,1.95312486267e-09,58
f f e,1.95312486267e-09,52
m e f,1.95312492605e-09,38
s e s,1.95312486267e-09,86
N N e,1.95312486267e-09,62
g e f,1.95312486267e-09,67
g e h,1.95312486267e-09,98
k f e,1.95312495436e-09,37
h e m,4.31815843442e-08,5
g e e,1.95312486267e-09,96
e N e,1.953124995e-09,17
e e h,1.95312486355e-09,64
e N s,1.99872578903e-09,30
f e N,9.05678694809e-06,29
g e f,1.95312486267e-09,72
h e N,0.0279030560461,77
m h e,1.95312486267e-09,85
k e s,0.0275251862453,94
m N e,1.95312486267e-09,63
g e m,0.0282266052293,99
f e e,1.95312486267e-09,81
N e f,1.95312495436e-09,37
e g m,1.95312509805e-09,44
e n f,1.95312486267e-09,94
m e g,0.00858793708803,37
n e f,1.95312486267e-09,72
n g e,1.95312486267e-09,91
h s e,1.95312780128e-09,2
m s e,1.95312486267e-09,71
n s e,1.95343683044e-09,40
m m e,1.95312486267e-09,97
N k e,1.953124995e-09,25
e s s,1.95312488085e-09,64
e f k,1.95312505105e-09,49
e h h,2.93675984125e-07,2
s e s,3.82006963261e-09,34
s e e,3.86623872548e-08,1
g s e,1.95312499498e-09,28
e s f,1.95312486267e-09,77
e h n,1.95312497182e-09,40
e k h,1.953124995e-09,21
e f m,1.96432402625e-09,2
h g e,1.95312486267e-09,56
s e n,1.98544725114e-09,4
k s e,1.95312486281e-09,55
e m g,1.95312486267e-09,86
e m n,1.95312486267e-09,72
e f g,1.95356445675e-09,40
g k e,1.95312486267e-09,60
h N e,1.953124995e-09,11
m e n,0.027752233388,63
e N f,1.95312486267e-09,52
e g n,1.953124995e-09,14
e k f,1.95312486267e-09,60
k h e,1.95312486271e-09,47
s m e,1.95312486267e-09,78
f m e,1.953124995e-09,9
e g h,1.95347761435e-09,16
s g e,1.95319853691e-09,11
s e f,1.95312486267e-09,72
g f e,1.95312486267e-09,95
k m e,1.95312486267e-09,87
f e h,2.98583247871e-09,1
n g e,1.95312499576e-09,27
k e N,0.0281802457758,60
s e h,1.95312486267e-09,78
s h e,1.95312486267e-09,68
f e k,0.027789354568,79
e h g,1.96180713939e-09,40
k f e,1.95312486267e-09,80
h e s,0.0281336941474,61
n e n,0.0271579807893,99
s e f,1.95312486267e-09,57
h e g,0.0145725923244,38
e k e,1.953124995e-09,10
f h e,1.95312486272e-09,55
k e s,0.0275245198202,61
e N k,1.95312501526e-09,24
N e h,1.95312486267e-09,70
f e s,0.0286521578125,81
n e e,3.37379364406e-09,33
f k e,1.95312499502e-09,5
e N g,1.95312486342e-09,44
