Word,Probability,Data
p i t,9.98034594342e-08,16
l i k,1.77072572579e-08,32
s e z,1.9324688287e-08,78
j e j,1.95312498435e-09,36
N i g,7.23951485694e-07,49
b e n,4.40040370689e-07,23
j e p,2.13829809968e-08,70
s i d,1.37588059343e-07,35
n e t,3.11327724594e-07,56
s i r,2.62831386168e-07,28
v e f,5.49816173319e-08,32
v e t,1.29945507128e-07,31
w e d,1.56412278034e-08,80
z e l,4.00304540375e-08,42
f i j,1.95325906804e-09,18
w e n,3.3067210808e-08,71
j i w,1.95312498432e-09,70
g e s,2.4070164191e-07,67
h e h,5.42125319429e-08,74
d e m,6.31839266203e-07,82
r i n,1.66165354429e-08,19
t i n,1.37660975084e-06,78
v i g,1.80916928149e-07,1
f e z,1.95547975476e-09,36
f e h,4.6550625739e-08,83
m e n,6.06611303432e-07,26
p e f,5.45462141882e-08,47
r e k,7.41134520179e-09,39
j e b,2.07501933404e-08,64
f i p,1.67041685544e-07,34
d e b,1.2334773397e-07,77
k e v,1.70990350287e-08,13
N i h,3.15691309415e-07,23
g e t,2.30796321783e-07,10
v i j,1.95312498433e-09,66
t e s,1.35132320504e-07,77
z i n,4.70994562869e-07,47
g e b,1.58995333747e-07,51
v i p,7.9860524903e-08,31
d i v,1.59550662574e-08,44
h i z,3.65076981586e-08,63
v i f,9.94325948369e-08,94
b i h,7.61188144195e-08,56
d e r,2.07540994721e-07,18
p i k,4.2322611806e-07,80
l e k,2.00849112062e-08,5
j i n,1.95312498431e-09,81
g i s,1.51531975482e-07,22
j e n,1.95312498434e-09,47
b i f,2.99535823453e-08,58
m e p,4.0673849196e-07,77
n e b,4.13652561941e-07,72
n e l,1.95312498429e-09,93
n e p,3.27889375049e-07,47
v i N,5.94194596333e-07,54
v e b,8.95886054849e-08,19
z e r,1.2535054551e-07,6
p e k,3.10740110094e-07,41
l e N,1.094163459e-07,20
k e j,1.95312498433e-09,63
f i n,4.53377038708e-07,29
n e m,3.80811936327e-07,37
t e f,3.56673994705e-08,35
j i s,1.95312498432e-09,75
t i N,6.02252845017e-07,27
k e N,5.62258111959e-07,33
t i p,1.43042782268e-07,26
g e m,4.39646987483e-07,25
k i l,1.73274827178e-08,64
l i l,1.95312498435e-09,41
t i b,2.19424918252e-07,69
h i g,2.27866740989e-06,89
d i b,2.21492402835e-07,75
m e j,2.04161432104e-09,7
p e j,1.95312498439e-09,34
g e N,7.83304966723e-07,48
b e w,1.95312498431e-09,76
g i v,1.35921253636e-07,62
d e n,7.32236613465e-07,64
N i l,1.00898268179e-08,2
g e p,1.25149308714e-07,23
w i f,1.95569434775e-08,42
h i t,4.78602229004e-07,11
v i t,1.07103083612e-07,42
k i m,3.04576614402e-07,11
h i g,1.63872519076e-06,37
h i f,3.11263779594e-08,34
p e p,3.83702530463e-07,99
j e k,7.7850540311e-09,51
r i f,3.71600334585e-08,54
k e s,9.27733315332e-08,88
w i r,1.95312498436e-09,24
b e r,2.18395939342e-08,47
n e j,1.95312498433e-09,66
j i j,1.95312498431e-09,76
r i g,1.8237665043e-08,38
d e m,2.35106111309e-07,9
m i N,2.13317092608e-06,90
j e g,1.64555623661e-08,17
b i b,2.74094057926e-07,69
t i g,1.42255376167e-07,11
h i l,5.40933448641e-08,99
d i g,1.02892989859e-07,13
N e g,9.40209644661e-07,80
k i w,1.9531249843e-09,89
k i n,7.84283921299e-07,82
v e n,4.12028148682e-07,6
p i j,1.95312498429e-09,95
g e n,1.53846850492e-06,68
z e d,1.15753959855e-07,60
k e n,8.29334263474e-07,52
f i b,8.02339067968e-08,8
t e b,1.69536083209e-07,54
s e m,2.12071648487e-07,4
h e p,5.03486744958e-07,11
w i l,1.95312498434e-09,56
j i m,7.11827146143e-09,29
z i w,1.95312498434e-09,50
w e h,1.07547671152e-08,59
N e m,4.08703645512e-07,34
k i h,2.48134649047e-08,77
t i f,4.84030104555e-08,80
n i g,8.69324556125e-07,86
f i v,1.95475588672e-09,53
t e h,8.20807642866e-08,95
r e s,6.35420244907e-09,9
t e z,5.37475451567e-08,94
h e m,1.86423130585e-06,33
g i j,1.95312498435e-09,43
s i l,4.95838386062e-08,50
s e n,7.83356509569e-07,69
r i N,1.43887881694e-07,81
w i r,1.9531249843e-09,86
z i v,1.95755740645e-09,69
h i p,4.00576991157e-07,6
d i N,4.45795950153e-07,6
v e k,1.9736787205e-07,78
z i w,1.95312498433e-09,65
k i s,5.87502680003e-08,92
n i f,2.36570094393e-07,97
N i n,1.51788003717e-06,51
l i s,1.9531249843e-09,85
f i g,3.16762217315e-07,60
k e w,1.9531249843e-09,91
b e v,8.25324267592e-09,34
w i g,2.15121669353e-08,28
p i h,6.78874204097e-08,64
j e f,2.39470750697e-08,5
k i N,5.12637092905e-07,13
n e z,8.00831442344e-08,86
N e t,4.08154236841e-07,49
z e p,3.45740978718e-07,76
n i s,2.51052670342e-07,75
v e j,1.95312498433e-09,57
m e p,5.04805050977e-07,96
p e z,2.75558104158e-08,16
z i l,7.52178385887e-09,27
l i r,1.11980261638e-07,22
k e b,1.19438838151e-07,33
h i N,3.39876600376e-06,85
l i d,1.95312498435e-09,37
k e p,1.12920970274e-07,18
h e t,4.47238969517e-07,22
r i t,6.57838827298e-09,9
w e f,1.51564941324e-08,15
n i m,7.29343915472e-07,93
z i s,2.20326245813e-08,63
w e t,1.95312498435e-09,44
v i m,1.85974639418e-07,15
k i t,1.14042484703e-07,38
p e N,1.42149552127e-06,98
l e n,9.02755856523e-09,86
t e t,3.27440357815e-07,74
f i s,2.88062830317e-08,33
r e w,2.1095963218e-09,6
g i n,1.2552084118e-06,40
s e r,1.69558551996e-07,82
s i N,7.54472558478e-07,78
z i d,1.35991221844e-07,45
k i g,1.99267966882e-07,10
z i r,1.73021375313e-07,72
g i w,1.95312498432e-09,74
n i t,4.20518143258e-07,1
v e w,1.9531249843e-09,91
n i j,1.95312498431e-09,84
p i z,5.32675463914e-08,41
l e m,2.54115931934e-08,7
t e k,2.48487990197e-07,3
s e t,1.76763641912e-07,61
b e z,5.78208411084e-08,53
b i s,1.25198835155e-07,88
b e b,3.20478043842e-07,77
t i m,6.18305694702e-07,52
j e z,1.95312498437e-09,16
d i m,3.18730676514e-07,26
g e N,5.22592563126e-07,2
N e p,3.84279413684e-07,36
f e k,1.197685539e-07,31
w i s,1.95312498431e-09,79
n i w,1.95312498432e-09,72
v e v,1.95312498435e-09,44
p i b,2.23431300023e-07,65
t e N,6.31414848056e-07,46
l i v,1.95312498436e-09,29
n e l,1.95312498435e-09,44
k e f,4.69737730827e-08,30
s e g,2.35470327674e-07,47
h e f,6.61748497021e-09,18
r e N,1.10637475304e-07,9
k e t,9.41699319485e-08,31
j i g,1.35527915106e-08,50
t i z,3.60051459187e-08,48
w e b,6.45192763674e-09,4
b i N,8.20075541614e-07,59
t i l,1.77346572358e-08,67
n e k,5.116809537e-07,27
s i g,3.10827884867e-07,49
k i p,6.6952330158e-08,27
j e n,1.9531249843e-09,87
v e N,6.08905614719e-07,68
m e l,2.88702077323e-09,5
p e d,1.06899693189e-07,60
h i h,4.33208013816e-08,39
l e j,1.95312498429e-09,93
w i N,1.71217662329e-07,56
t e p,3.22544721549e-07,69
N i t,7.49432006331e-07,81
l e t,6.76066369716e-09,16
k e g,3.24685755246e-07,73
N i j,2.81183550328e-09,4
g i b,1.30619054988e-07,29
s e v,1.95677275843e-09,95
b i w,1.95312498474e-09,33
g e d,3.9789789801e-07,70
n e s,2.84559162326e-07,99
d i t,2.3397077239e-07,61
v e s,2.14795551756e-08,88
n i n,7.87626656687e-07,79
p i v,2.12490128073e-08,36
m i d,3.65073439375e-07,54
j e l,1.95312498435e-09,35
l i m,2.54099343353e-08,52
t e w,1.95313776031e-09,20
m i v,5.3430691375e-08,7
j e h,1.95312498437e-09,16
s e N,3.28896629965e-07,7
n e d,3.65488588165e-07,65
s i b,9.94733579003e-08,19
v e t,2.86387331967e-07,95
n e r,1.42779232033e-07,60
s i p,1.25484176698e-07,32
v e d,9.60587444433e-08,20
m e k,5.34057170306e-07,67
v e r,2.0500552307e-08,39
r e n,9.34683089745e-09,94
f i h,2.63178227071e-08,2
h i h,4.63160234256e-08,96
l i z,1.95312498438e-09,16
k e z,4.10098480714e-08,11
s e k,2.44539912182e-07,58
h e z,2.04763390041e-07,1
d e t,7.61661404497e-08,33
v i s,1.91765464815e-08,77
z i m,1.20537794772e-07,20
w e n,2.58413317718e-08,17
v i w,1.9531253466e-09,24
n e g,5.17945483053e-07,8
h i s,2.37090417912e-08,93
k i f,5.99614194436e-08,86
m e h,1.99914010181e-07,10
p e h,3.88094584723e-08,55
l e f,1.95556152574e-08,80
w e v,1.95312498433e-09,65
l e p,1.53353869111e-08,3
g i p,2.19083141695e-07,45
d e l,3.69496723868e-08,73
s e d,1.72555984642e-07,67
N i n,1.33992697658e-06,31
b e d,3.4048640123e-07,86
g i f,1.22220362337e-07,2
j e s,6.35413939542e-09,33
l i d,1.95312498429e-09,94
z i l,9.0605114889e-09,55
n i N,1.54473298543e-06,60
j e l,1.95312498434e-09,50
n e s,2.38486571305e-07,67
f e N,6.81956991157e-07,51
n e n,1.042031821e-06,81
p e g,4.11615424139e-07,70
f i m,4.97090042112e-07,90
f i s,2.6592351523e-08,19
k i k,4.012135642e-07,72
t e s,1.0328731821e-07,41
m i z,2.70727376761e-08,16
b e b,1.47644738159e-07,27
t i s,5.98636780703e-08,33
j e l,1.95312498437e-09,7
f e w,1.95312498434e-09,55
g i g,5.15571255916e-07,93
h i b,1.40918875981e-06,92
N e z,1.90997836912e-07,15
n e N,1.14026409643e-06,7
d i w,1.95312498433e-09,65
w e f,1.5154795774e-08,86
z e p,1.50336010962e-07,14
p e m,3.4281241289e-07,29
r e r,1.42775404571e-07,73
k e h,5.07227530592e-08,39
f i l,7.05714647796e-09,17
h e l,2.24489549448e-08,97
s i r,2.65436202288e-07,72
r i z,1.95312508401e-09,7
d e p,1.34606237047e-07,44
g e k,1.10585760668e-06,79
t i r,1.76970532945e-07,42
g e k,8.39081944051e-07,29
v i k,1.14769993655e-07,13
k i j,1.95312498434e-09,52
p i g,3.69733921327e-07,78
h e b,1.35571962537e-06,82
m e d,3.07869521043e-07,31
l i h,1.07549433994e-08,48
l e b,7.41134520179e-09,39
r e p,1.44845038884e-08,64
t e n,8.16492919985e-07,40
h e k,3.13939110793e-06,40
b e g,3.50871142579e-07,73
g i t,2.88587547684e-07,38
d e h,4.16904433817e-08,84
j i p,7.9482152346e-09,56
j e w,1.95312498433e-09,62
z i h,2.39590279347e-08,66
n i k,6.75573562472e-07,69
n i r,1.605284874e-07,7
w i n,1.75210845434e-08,51
w i z,1.95312498434e-09,55
p e N,8.76215782096e-07,59
m i l,1.9532790878e-09,16
b e p,9.42921978971e-08,39
w e g,3.77118997462e-08,75
b e f,1.73394738439e-08,22
t i w,1.95317551e-09,18
w i w,1.95312498435e-09,32
f e s,1.68046036604e-08,60
g i r,3.40096167957e-08,75
h i n,1.45196985685e-06,83
s i z,2.16752617506e-08,13
g e k,9.30292176117e-07,49
v e l,1.68705987235e-08,14
t i h,1.65078645774e-07,99
p i d,2.67559792098e-07,71
l i p,1.53358298372e-08,3
r e v,1.95312498432e-09,68
w i N,1.6128701216e-07,34
l i b,8.01474996399e-09,58
s i k,1.65631052594e-07,49
s e s,1.15209694084e-08,16
h e r,1.66720633276e-08,59
r i v,1.95312498436e-09,18
w i b,1.35572069762e-08,68
j i k,1.29907250012e-08,41
t i v,3.56722465649e-08,89
w e v,1.95312498433e-09,59
k i v,3.93387540755e-08,33
d i h,8.79442635823e-08,86
h i m,1.6768901327e-06,26
p i k,2.14804333573e-07,6
w e w,1.95312498429e-09,94
t e j,1.95312498432e-09,71
N i r,1.95312498434e-09,55
d i z,2.98741572761e-08,80
w i d,9.22545093209e-09,91
j i N,1.10363551363e-07,8
b e k,8.03712695585e-07,62
g i h,1.8017498582e-07,51
w e p,3.2876232801e-08,90
g e z,1.41250664857e-07,84
w e N,1.89340837275e-07,83
z i t,2.83643189695e-07,81
s e p,2.49740559804e-07,92
n i v,4.44798336037e-08,10
w i z,1.95312498433e-09,63
n i d,3.52237881646e-07,77
r i h,1.95312498434e-09,56
l i g,1.65358249871e-08,18
m i p,1.72247944814e-07,5
b e t,1.47678804406e-07,50
l i N,1.31345907225e-07,49
d e h,2.50803320037e-08,6
N i N,2.38759038391e-06,93
t i k,2.59185821533e-07,7
d e k,7.0896712449e-07,46
d i k,5.13555908019e-07,1
s i k,2.31184042068e-07,75
h i j,1.95312498432e-09,70
N e r,1.95312498437e-09,37
z e z,1.14873724961e-08,5
v e h,1.51572969653e-08,37
l i t,1.1462649386e-08,14
r e z,1.95312498433e-09,63
f i b,2.27107544234e-07,92
h e d,9.3961811737e-07,15
g e w,1.95312498434e-09,53
s e w,1.95312498438e-09,35
h e v,2.74566983714e-08,46
r i r,1.82391454241e-07,45
N e w,1.95312502051e-09,27
z i d,2.79773514947e-07,99
t i j,1.95312498432e-09,68
n e m,2.91316727185e-07,14
k i r,4.79523206296e-08,46
p e b,1.14297113652e-07,37
p i g,1.80825510927e-07,19
h i N,3.09268603569e-06,69
h e k,3.28528361882e-06,52
l e z,1.95312498568e-09,9
d e z,3.74256293868e-08,60
s e b,1.92356399345e-07,73
b i k,5.26799679352e-07,27
g i l,2.03392225226e-08,12
g e f,1.60381387046e-07,65
d i r,1.95378703924e-07,18
v e g,2.4753782067e-07,82
d e h,3.82847301521e-08,72
n i z,8.77055701788e-08,29
N i h,3.40475079599e-07,45
z e m,1.864053568e-07,28
n i h,2.16293721529e-07,64
f i k,2.81338450293e-07,64
p i t,1.64627513341e-07,53
m i b,3.33917364118e-07,37
l i k,1.56766952254e-08,7
w i k,2.99476838616e-08,96
m i t,2.02805369557e-07,10
s e z,1.36893320963e-08,33
j i b,8.32340673329e-09,67
j e j,1.95312498437e-09,9
v i v,1.95643942287e-09,90
N i g,9.17754428961e-07,76
n e f,2.28830892523e-07,74
s i d,9.71850760727e-08,6
r i w,1.95312498432e-09,69
n e t,2.17728631703e-07,21
s i r,2.63392298302e-07,39
v e f,5.50270612571e-08,5
v e t,1.76071148085e-07,56
f i j,1.95312498434e-09,55
d i p,1.20785897418e-07,53
k e d,6.41648758151e-08,6
p i z,7.96237493005e-08,86
h i w,1.95312498433e-09,66
b i d,1.46520302784e-07,65
g e s,2.29297184146e-07,56
j e r,1.95312498429e-09,97
r i n,1.99383957351e-08,56
m i j,1.95312498432e-09,67
h e t,9.41928086093e-07,97
g e k,1.24187553984e-06,97
n i m,2.77447853782e-07,4
N e h,3.88645808652e-07,99
m e n,7.46496437693e-07,49
p e f,5.48743160307e-08,48
f i r,2.20949171549e-08,95
r e k,8.01474996399e-09,58
l e m,3.57978016095e-08,78
N i z,1.77146095793e-07,45
l e v,1.95312502743e-09,4
s e f,1.95538408187e-09,70
f i w,1.95312498433e-09,62
b i g,1.9925507078e-07,8
d e g,1.99804406796e-07,85
f e d,2.65363569601e-07,74
g e b,2.15537680316e-07,78
d i v,1.52057548201e-08,1
k i p,1.54309975049e-07,83
j i z,1.95312498434e-09,55
z e s,2.52510470099e-08,84
p e l,4.15408595905e-08,93
N i s,2.67369783561e-07,66
m e v,7.28933117136e-08,73
n i l,1.9531249843e-09,87
t e g,2.10152910532e-07,31
m i f,2.3092084182e-07,62
l e k,2.29586346824e-08,32
d e w,1.95312524297e-09,22
g i s,1.66198093378e-07,43
j e n,1.96330544905e-09,4
N e n,1.16844220321e-06,29
z i h,2.39592890306e-08,36
f e g,2.54021333545e-07,3
g e l,2.23662879651e-08,50
v i N,4.01491313345e-07,19
v e b,7.93297728101e-08,8
z e r,1.25182680969e-07,27
p e k,2.33310127526e-07,12
m e w,6.79242429926e-09,2
k e j,1.95312498464e-09,34
f i n,5.80394589559e-07,58
l e s,1.95312498432e-09,72
N e h,3.02427076636e-07,41
N i m,7.69454467261e-07,84
j e z,1.9531249843e-09,89
d e v,1.27369412261e-08,85
b e h,7.15927757879e-08,41
r i j,1.95312498433e-09,59
s i f,6.60744688683e-09,37
k i l,1.43180765328e-08,39
j e m,1.95312498435e-09,36
m e N,1.76014697704e-06,76
k i z,1.30527498543e-08,24
m e g,8.95305517916e-07,78
p i m,2.61707870779e-07,4
p e j,1.95312498433e-09,63
f i v,1.95521735902e-09,66
b e s,9.67204346594e-08,99
k e k,5.28053500892e-07,85
s e t,2.21332987057e-07,78
r i b,4.5587080671e-08,91
l e r,1.73596131786e-07,19
g i v,1.23504204833e-07,25
w i p,3.58184831545e-08,98
s e j,1.95312498431e-09,83
j i r,1.95312498431e-09,81
g i d,2.10478099103e-07,26
k i m,4.18091705505e-07,36
h i f,3.52591611694e-08,79
z e w,1.95312498435e-09,41
p e p,2.45622475979e-07,72
m e r,1.95312498432e-09,74
l e s,1.95312498433e-09,59
w e k,2.56477213433e-08,73
k e s,7.43180147433e-08,61
m i j,1.95312498437e-09,11
b e r,1.76705522195e-08,20
d e s,9.24001724234e-08,11
r i g,1.71102334288e-08,25
j e b,1.76205501915e-08,31
N e j,1.9533000449e-09,16
t i g,1.95628189256e-07,38
h i l,4.93284042643e-08,88
d i g,1.37138683182e-07,40
n e h,2.86401521448e-07,97
v e n,4.78271992129e-07,27
N e b,3.45638588858e-07,44
p i j,1.95312498433e-09,64
m e s,1.8652362832e-07,17
k e n,7.8268344812e-07,47
f i b,1.24884197405e-07,45
h e n,8.79424586023e-07,13
b i n,1.06265080772e-06,84
t e b,2.8447210225e-07,91
s e m,3.6683519362e-07,57
h e p,6.11157370407e-07,32
d e r,2.18079062243e-07,64
s i z,2.89390788496e-08,49
j i m,7.20450240887e-09,32
z i w,1.95312748029e-09,21
w e h,1.07542350967e-08,86
n e v,8.22326705567e-08,52
k i h,1.94210132663e-08,40
n i g,6.23823240764e-07,49
f i w,1.9531249843e-09,89
l i f,3.71577550431e-08,84
t e h,7.73900961153e-08,68
r e s,6.35406383121e-09,44
w i f,1.95556995475e-08,78
N i b,2.43599852122e-07,3
g i j,1.9535740939e-09,14
s e n,1.03926039478e-06,96
r i N,1.3048229746e-07,54
f e l,3.65731542813e-08,52
l e m,3.91261948254e-08,95
d i N,6.81546484529e-07,43
z e k,1.37922813736e-07,62
p e t,6.20625833449e-08,75
l i s,1.95312498432e-09,72
j e d,3.63627309396e-08,81
f i g,2.48323057566e-07,39
k e w,1.95312498476e-09,32
m i n,4.44004608906e-07,4
b e v,8.05718158796e-09,31
k e N,1.07997889027e-06,97
g i k,8.06203164745e-07,65
j e f,2.3958171886e-08,34
N e f,3.07266801797e-07,3
h i h,4.60309719321e-08,91
N e t,3.85276907956e-07,42
h i N,3.24025876942e-06,77
v e j,1.95312498436e-09,38
p i f,6.48025368382e-08,79
p e s,4.68075417772e-08,18
w e b,9.22545093209e-09,91
r e t,1.29299781335e-08,40
k e b,7.69830291027e-08,4
l i d,1.95312498433e-09,66
b i j,1.95312498429e-09,95
t e n,1.37746402911e-06,86
h e t,5.92843238674e-07,51
v i N,1.0036818846e-06,98
g e g,2.6073096142e-07,1
j e N,1.18825049204e-07,74
w i t,2.25540693471e-08,39
z i s,1.75707220293e-08,26
w e t,1.95312498432e-09,67
h i s,1.62063697786e-08,15
w i N,1.58264966899e-07,27
r e g,1.47641892219e-08,68
z e l,5.98027597554e-08,90
p e N,4.85933873524e-07,7
l i j,1.9531249843e-09,91
N i k,6.63129315642e-07,96
t e t,2.25531624674e-07,47
t e l,2.09917895109e-08,42
N i p,3.92208472714e-07,47
r e w,1.95312498437e-09,33
m e N,1.34839502176e-06,41
N i f,3.07472684404e-07,14
b i m,3.09961724745e-07,14
g i n,9.95014909584e-07,3
k i k,3.92459690505e-07,70
f e z,1.95903376638e-09,84
t i N,6.42158942889e-07,33
d i p,6.0697683585e-08,7
f e h,4.62036390505e-08,35
n i t,2.68302252361e-07,42
n i j,1.95312498432e-09,73
p i z,5.76969466891e-08,50
l e m,2.96998321917e-08,42
r i p,1.09024588676e-08,3
m i r,1.95318964435e-09,17
s e t,1.09648878745e-07,24
b e z,4.03596202922e-08,10
t i p,1.31247336325e-07,20
j e z,1.95312498434e-09,53
s i f,8.22504284066e-08,1
n e v,6.25413182777e-08,6
s i t,2.61412052345e-07,50
p i p,1.74706392566e-07,83
n i w,1.95312498428e-09,99
v e v,1.95312498434e-09,49
p i b,3.25101867408e-07,90
t e N,4.31564990836e-07,11
p e w,1.95312498434e-09,47
p i m,9.06786610856e-07,97
k e f,5.25480674116e-08,57
s e g,1.46708392924e-07,4
N i k,4.72686100166e-07,54
b i f,3.39175586833e-08,74
j i g,1.18372326444e-08,21
b i t,8.17120795964e-08,21
d i l,1.96273711587e-08,80
v i s,1.70657605002e-08,62
t i l,2.09032366963e-08,88
k i p,4.99735223885e-08,6
l i n,7.2627876296e-09,34
h i k,2.93353298935e-06,31
v e N,7.81153744308e-07,89
p i w,1.96928965497e-09,10
k i z,2.48992451203e-08,99
p e d,1.51581352039e-07,89
l i n,8.72206030935e-09,78
t e p,1.95010077892e-07,34
N i t,6.07599514429e-07,58
l e t,7.84977910014e-09,53
b e m,6.74967372987e-07,59
g i b,1.63737525138e-07,48
w e z,1.95312498432e-09,71
t i z,4.96655577149e-08,85
f e f,9.94436322222e-08,95
g e d,5.24847524315e-07,93
n e s,2.53169453568e-07,78
d i t,1.44497030057e-07,26
w i d,7.35143005273e-09,37
t i p,3.06111823282e-07,78
m e t,3.59312722039e-07,64
l e r,1.7358426697e-07,62
p i v,2.81440109059e-08,65
m i d,2.44679394027e-07,17
l i m,2.28430252614e-08,31
p i w,1.95312498434e-09,47
w e m,2.62920961809e-08,37
p i m,4.55004618453e-07,47
s e N,8.50926980887e-07,98
N e k,9.03790276337e-07,76
n e d,4.76832556578e-07,90
n e r,1.42787291503e-07,25
s i p,1.83706241933e-07,63
s i g,5.25572803622e-07,94
f e r,1.74620270456e-08,65
v e r,2.42247477788e-08,60
l e g,1.67405368106e-08,94
g e p,2.28563018642e-07,87
f i h,1.95582564723e-08,47
v i n,6.84828649377e-07,86
h e h,4.79004230836e-08,19
k e z,5.62536796567e-08,46
s e k,1.72178284494e-07,31
b i b,2.11128617812e-07,53
w i j,1.95312498432e-09,69
j e p,2.30596412679e-08,85
r i p,1.40096567475e-08,57
v i w,1.1461805644e-08,3
n e g,1.09296424342e-06,99
z e d,1.42257546839e-07,76
p i s,4.41726916785e-08,7
p e h,4.39766138592e-08,76
f i p,2.62039290786e-07,71
l e p,1.84184047081e-08,40
g i p,1.55069214701e-07,16
j e m,1.95312498431e-09,83
N e m,6.75260131182e-07,82
j i t,1.9531249843e-09,86
f e t,3.74450119377e-07,99
g i f,1.35322293178e-07,45
j e s,6.34912589361e-09,4
f e b,2.80946356972e-07,82
w i p,3.22324505859e-08,73
n i N,1.19719157848e-06,25
h i d,1.44213821184e-06,92
m e f,2.05882042955e-07,96
p e n,6.85073312147e-07,65
f e N,6.03236747413e-07,40
z e g,2.01555290508e-07,29
h e m,2.60839531195e-06,94
N i l,1.95312498434e-09,56
g i b,3.11210445777e-07,98
s e l,1.18500586358e-08,93
m i h,1.52179327018e-07,6
w i m,2.85790570155e-08,3
b e b,1.59280981529e-07,32
t i s,5.37393748648e-08,4
g e j,1.95312498434e-09,45
N e l,2.00788058721e-09,9
f e w,1.95312506348e-09,26
h i b,1.15922076668e-06,65
n e N,1.4563858575e-06,44
d i w,1.95312498429e-09,92
s i k,1.42322515302e-07,37
z e p,2.20960345252e-07,43
k e h,4.74182888915e-08,26
f i l,9.24874765396e-09,58
h e l,1.33854258868e-08,30
d e p,2.13802796322e-07,73
j e t,8.21881443634e-09,64
h i w,1.95312498435e-09,39
v i k,1.18858201115e-07,16
k i j,1.95312498914e-09,31
g e h,1.98543939364e-07,86
N e j,1.95312498429e-09,97
f i f,7.67649975643e-08,91
m e d,3.83098631888e-07,50
f i t,3.23406458114e-07,82
l e b,6.977686918e-09,24
N e N,1.6787953945e-06,69
g i t,2.67255998041e-07,29
d i h,7.48695986433e-08,58
j i p,9.30614769552e-09,93
j e w,1.95312498436e-09,25
f e n,6.61587941831e-07,37
n i r,1.60387042606e-07,44
v e m,3.88904960824e-07,96
f i z,1.96042053256e-09,95
p e r,3.1386371278e-08,92
j i f,1.51561523758e-08,34
g e n,1.96902056365e-06,98
f e m,4.73980121212e-07,81
t e m,3.45494350796e-07,28
f i w,1.95312498435e-09,43
j i z,1.95312498433e-09,66
r i w,1.95312498441e-09,32
w e g,3.5843800443e-08,48
b e f,2.08665885296e-08,51
t i w,2.01569345139e-09,9
n e n,8.05653603738e-07,57
s i l,3.47662628371e-08,7
f e s,1.27107718419e-08,23
g e n,1.10577222425e-06,20
j e k,9.38773895252e-09,95
g e h,1.78609969405e-07,63
r e v,1.95312498429e-09,97
k e l,2.56111243683e-08,7
l i b,8.46558199317e-09,71
b i l,9.64030385105e-09,64
s i t,3.68772739116e-07,75
s e s,1.37024167318e-08,53
h e r,2.02541930234e-08,84
z i g,1.42815848941e-07,12
s i h,3.74845563988e-08,47
j i k,1.36815296598e-08,52
h i s,1.96557988668e-08,56
k i v,2.94874813078e-08,4
f i z,1.95839188989e-09,78
p i k,3.0140217899e-07,45
t e j,1.95312498434e-09,56
m i s,2.19256946315e-07,81
N i r,1.95312499387e-09,28
k e m,1.04389410139e-06,84
d e z,3.43847099853e-08,49
h e w,1.95312498433e-09,65
b e k,6.34507028415e-07,17
g i h,1.62905448979e-07,22
w e p,3.00353822263e-08,65
d i l,1.59223270496e-08,53
b i N,1.17698072048e-06,89
f e j,1.95312498434e-09,56
r i p,1.4143462098e-08,59
n i v,5.410217848e-08,39
p i N,5.37103534314e-07,28
d e g,1.33033690229e-07,48
z e z,2.07482376355e-08,87
v e n,6.79443876299e-07,70
b i n,6.28261101455e-07,37
m i p,2.43011447157e-07,40
j e b,1.95457319976e-08,52
b e t,1.02666080505e-07,23
r i s,6.35416487672e-09,29
p i l,2.09917895109e-08,42
t i k,3.05228654669e-07,26
n e j,1.95312498434e-09,52
N e d,2.41682771985e-07,19
d e k,6.23578692614e-07,18
h i j,1.9531249843e-09,91
r e b,1.4278751436e-08,61
m i b,6.5592616348e-07,97
z e z,1.46495306415e-08,42
v e h,1.51580906456e-08,94
r e d,2.08542094123e-08,65
r e z,1.95312498436e-09,20
b i h,9.2055729685e-08,87
g e w,1.95312507568e-09,26
s e w,1.95312498434e-09,56
h e v,2.92328216172e-08,67
b i v,6.78758345878e-09,6
w e r,1.95312498431e-09,83
k i r,3.5293258062e-08,9
z e b,1.95821079203e-07,66
k i g,3.29082091883e-07,53
w i f,1.95567063012e-08,50
k e N,8.36648249052e-07,73
r i m,7.38130500389e-09,38
l i z,1.95312498432e-09,73
r e g,1.11525186868e-08,8
t e v,1.52325974799e-08,39
m i w,1.95312498438e-09,36
N i v,1.22827650644e-07,23
l e z,1.95312498434e-09,50
d e f,3.09022930511e-08,44
b i k,6.01624766761e-07,54
g i l,2.26340021884e-08,43
d i r,1.94641026207e-07,15
v e g,1.77642988024e-07,53
n i z,1.01153794029e-07,50
b i h,9.73884082795e-08,96
z e m,2.8302920618e-07,59
d e N,9.38638392115e-07,73
m i b,2.9060371564e-07,24
h e N,3.74497315013e-06,84
w i k,1.99718455447e-08,5
m i t,2.71260838131e-07,37
s e z,1.65953960679e-08,4
j i b,9.10606161565e-09,88
z i l,1.01237500126e-08,71
v i v,1.95542779822e-09,71
g i m,1.12299039007e-06,96
n e f,2.01897919718e-07,47
v i d,2.01298207307e-07,54
n e t,2.03377486855e-07,14
f e m,4.01186608013e-07,69
p i r,1.77346572358e-08,67
p e g,1.99457180815e-07,6
r e h,1.95312498431e-09,76
b e h,5.83782942721e-08,10
m i z,5.08545890439e-08,96
k e d,1.30694886492e-07,61
j i w,1.95312498437e-09,12
